tiempo, long_patt,OS, lng
0.000205039978027 , 5 , 1 , 5
0.000189065933228 , 20 , 1 , 5
0.000187873840332 , 20 , 1 , 5
0.000184059143066 , 20 , 1 , 5
0.000191211700439 , 18 , 1 , 5
0.000189065933228 , 11 , 1 , 5
0.00019097328186 , 5 , 1 , 5
0.000189065933228 , 22 , 1 , 5
0.000190019607544 , 26 , 1 , 5
0.000327110290527 , 1 , 1 , 5
0.000204086303711 , 3 , 1 , 5
0.000187158584595 , 22 , 1 , 5
0.000189065933228 , 19 , 1 , 5
0.000185966491699 , 29 , 1 , 5
0.000192165374756 , 14 , 1 , 5
0.000190019607544 , 17 , 1 , 5
0.000186920166016 , 4 , 1 , 5
0.00019907951355 , 9 , 1 , 5
0.000192880630493 , 5 , 1 , 5
0.000187873840332 , 3 , 1 , 5
0.000204086303711 , 13 , 1 , 5
0.000188827514648 , 16 , 1 , 5
0.00019097328186 , 7 , 1 , 5
0.000187158584595 , 23 , 1 , 5
0.000187873840332 , 5 , 1 , 5
0.000189065933228 , 7 , 1 , 5
0.000190019607544 , 17 , 1 , 5
0.000190019607544 , 7 , 1 , 5
0.000190019607544 , 16 , 1 , 5
0.000191926956177 , 13 , 1 , 5
0.000325918197632 , 1 , 1 , 5
0.000190019607544 , 24 , 1 , 5
0.000190019607544 , 26 , 1 , 5
0.000204086303711 , 2 , 1 , 5
0.000191211700439 , 25 , 1 , 5
0.000192165374756 , 10 , 1 , 5
0.000186920166016 , 20 , 1 , 5
0.000190019607544 , 9 , 1 , 5
0.000187873840332 , 18 , 1 , 5
0.000188827514648 , 12 , 1 , 5
0.000190019607544 , 4 , 1 , 5
0.000196933746338 , 16 , 1 , 5
0.000187873840332 , 13 , 1 , 5
0.000192880630493 , 21 , 1 , 5
0.000190019607544 , 7 , 1 , 5
0.000188112258911 , 22 , 1 , 5
0.000190019607544 , 9 , 1 , 5
0.000188112258911 , 28 , 1 , 5
0.000205039978027 , 2 , 1 , 5
0.000190019607544 , 12 , 1 , 5
0.000205993652344 , 26 , 1 , 5
0.000187873840332 , 10 , 1 , 5
0.000187873840332 , 15 , 1 , 5
0.000189065933228 , 16 , 1 , 5
0.00019097328186 , 7 , 1 , 5
0.00019097328186 , 28 , 1 , 5
0.000200986862183 , 4 , 1 , 5
0.000188827514648 , 4 , 1 , 5
0.000188112258911 , 13 , 1 , 5
0.000189065933228 , 19 , 1 , 5
0.000186920166016 , 16 , 1 , 5
0.000188112258911 , 28 , 1 , 5
0.000190019607544 , 25 , 1 , 5
0.000186920166016 , 26 , 1 , 5
0.000189065933228 , 11 , 1 , 5
0.000186920166016 , 30 , 1 , 5
0.000190019607544 , 23 , 1 , 5
0.000190019607544 , 25 , 1 , 5
0.00019097328186 , 9 , 1 , 5
0.000190019607544 , 4 , 1 , 5
0.000335931777954 , 1 , 1 , 5
0.000190019607544 , 19 , 1 , 5
0.000196933746338 , 12 , 1 , 5
0.000186920166016 , 11 , 1 , 5
0.000193119049072 , 27 , 1 , 5
0.000194787979126 , 17 , 1 , 5
0.000189065933228 , 24 , 1 , 5
0.000185966491699 , 7 , 1 , 5
0.000187158584595 , 26 , 1 , 5
0.000189065933228 , 5 , 1 , 5
0.000202894210815 , 16 , 1 , 5
0.00019097328186 , 6 , 1 , 5
0.000191211700439 , 29 , 1 , 5
0.000188112258911 , 10 , 1 , 5
0.000192165374756 , 25 , 1 , 5
0.000188827514648 , 17 , 1 , 5
0.000186920166016 , 13 , 1 , 5
0.000190019607544 , 4 , 1 , 5
0.00019097328186 , 4 , 1 , 5
0.000190019607544 , 19 , 1 , 5
0.000195980072021 , 29 , 1 , 5
0.000207901000977 , 2 , 1 , 5
0.000186920166016 , 4 , 1 , 5
0.000191926956177 , 27 , 1 , 5
0.000189065933228 , 10 , 1 , 5
0.000189065933228 , 15 , 1 , 5
0.000189065933228 , 15 , 1 , 5
0.000188112258911 , 13 , 1 , 5
0.000190019607544 , 29 , 1 , 5
0.000233888626099 , 6 , 1 , 5
0.000514030456543 , 18 , 1 , 5
0.000193119049072 , 18 , 1 , 5
0.000188112258911 , 29 , 1 , 5
0.000190019607544 , 6 , 1 , 5
0.000190019607544 , 27 , 1 , 5
0.000190019607544 , 24 , 1 , 5
0.000317811965942 , 1 , 1 , 5
0.000194072723389 , 30 , 1 , 5
0.000190019607544 , 4 , 1 , 5
0.000186920166016 , 24 , 1 , 5
0.000200986862183 , 4 , 1 , 5
0.000188827514648 , 26 , 1 , 5
0.000188112258911 , 8 , 1 , 5
0.000196933746338 , 6 , 1 , 5
0.000189065933228 , 26 , 1 , 5
0.000190019607544 , 30 , 1 , 5
0.000188112258911 , 17 , 1 , 5
0.000190019607544 , 13 , 1 , 5
0.000192165374756 , 11 , 1 , 5
0.000190019607544 , 13 , 1 , 5
0.000186920166016 , 22 , 1 , 5
0.000187873840332 , 14 , 1 , 5
0.000187158584595 , 28 , 1 , 5
0.000188112258911 , 22 , 1 , 5
0.000189065933228 , 27 , 1 , 5
0.000326156616211 , 1 , 1 , 5
0.000190019607544 , 8 , 1 , 5
0.000189065933228 , 12 , 1 , 5
0.000197887420654 , 22 , 1 , 5
0.000187158584595 , 28 , 1 , 5
0.000187873840332 , 15 , 1 , 5
0.000321865081787 , 1 , 1 , 5
0.000193119049072 , 14 , 1 , 5
0.000189065933228 , 18 , 1 , 5
0.000189065933228 , 28 , 1 , 5
0.000187873840332 , 7 , 1 , 5
0.000189065933228 , 7 , 1 , 5
0.000190019607544 , 26 , 1 , 5
0.000190019607544 , 18 , 1 , 5
0.000186920166016 , 5 , 1 , 5
0.000188112258911 , 18 , 1 , 5
0.000189065933228 , 16 , 1 , 5
0.000191926956177 , 5 , 1 , 5
0.000189065933228 , 10 , 1 , 5
0.000190019607544 , 8 , 1 , 5
0.000190019607544 , 10 , 1 , 5
0.000189065933228 , 27 , 1 , 5
0.000190019607544 , 5 , 1 , 5
0.000194072723389 , 12 , 1 , 5
0.000197172164917 , 9 , 1 , 5
0.000190019607544 , 24 , 1 , 5
0.00019097328186 , 5 , 1 , 5
0.000197887420654 , 17 , 1 , 5
0.000191926956177 , 27 , 1 , 5
0.00019097328186 , 3 , 1 , 5
0.000190019607544 , 7 , 1 , 5
0.000185966491699 , 29 , 1 , 5
0.000185966491699 , 25 , 1 , 5
0.000200986862183 , 22 , 1 , 5
0.000189065933228 , 22 , 1 , 5
0.000189065933228 , 22 , 1 , 5
0.000189065933228 , 19 , 1 , 5
0.000190019607544 , 18 , 1 , 5
0.000188112258911 , 19 , 1 , 5
0.000189065933228 , 8 , 1 , 5
0.000188827514648 , 25 , 1 , 5
0.000186920166016 , 12 , 1 , 5
0.000190019607544 , 12 , 1 , 5
0.000204086303711 , 27 , 1 , 5
0.000187873840332 , 9 , 1 , 5
0.00019097328186 , 15 , 1 , 5
0.000187873840332 , 5 , 1 , 5
0.000188112258911 , 10 , 1 , 5
0.000188112258911 , 17 , 1 , 5
0.000188112258911 , 12 , 1 , 5
0.000187873840332 , 13 , 1 , 5
0.000185966491699 , 15 , 1 , 5
0.000189065933228 , 27 , 1 , 5
0.000195980072021 , 27 , 1 , 5
0.000190019607544 , 22 , 1 , 5
0.000186920166016 , 13 , 1 , 5
0.000187873840332 , 18 , 1 , 5
0.000190019607544 , 12 , 1 , 5
0.000190019607544 , 3 , 1 , 5
0.000190019607544 , 20 , 1 , 5
0.000190019607544 , 14 , 1 , 5
0.000193119049072 , 23 , 1 , 5
0.000189065933228 , 12 , 1 , 5
0.000186920166016 , 11 , 1 , 5
0.000190019607544 , 13 , 1 , 5
0.000187873840332 , 17 , 1 , 5
0.000185966491699 , 6 , 1 , 5
0.000188827514648 , 17 , 1 , 5
0.000324964523315 , 1 , 1 , 5
0.000187873840332 , 8 , 1 , 5
0.000187873840332 , 4 , 1 , 5
0.000191926956177 , 5 , 1 , 5
0.000186920166016 , 29 , 1 , 5
0.000188112258911 , 11 , 1 , 5
0.000189065933228 , 9 , 1 , 5
0.000187873840332 , 22 , 1 , 5
0.000186920166016 , 9 , 1 , 5
0.000193119049072 , 26 , 1 , 5
0.00019097328186 , 15 , 1 , 5
0.000186920166016 , 9 , 1 , 5
0.000188827514648 , 12 , 1 , 5
0.000185966491699 , 25 , 1 , 5
0.000187158584595 , 25 , 1 , 5
0.000322818756104 , 1 , 1 , 5
0.00019097328186 , 13 , 1 , 5
0.000188827514648 , 10 , 1 , 5
0.000188112258911 , 27 , 1 , 5
0.000192165374756 , 24 , 1 , 5
0.000190019607544 , 24 , 1 , 5
0.000190019607544 , 21 , 1 , 5
0.000197172164917 , 17 , 1 , 5
0.000193119049072 , 3 , 1 , 5
0.000189065933228 , 10 , 1 , 5
0.000193119049072 , 23 , 1 , 5
0.000200986862183 , 2 , 1 , 5
0.000186920166016 , 19 , 1 , 5
0.000186920166016 , 30 , 1 , 5
0.00019097328186 , 9 , 1 , 5
0.000189065933228 , 12 , 1 , 5
0.000188112258911 , 27 , 1 , 5
0.00019097328186 , 20 , 1 , 5
0.000189065933228 , 12 , 1 , 5
0.000190019607544 , 18 , 1 , 5
0.000202894210815 , 29 , 1 , 5
0.000189065933228 , 14 , 1 , 5
0.000190019607544 , 3 , 1 , 5
0.000190019607544 , 15 , 1 , 5
0.000186920166016 , 18 , 1 , 5
0.000189065933228 , 21 , 1 , 5
0.00019097328186 , 7 , 1 , 5
0.000189065933228 , 8 , 1 , 5
0.000189065933228 , 21 , 1 , 5
0.000189065933228 , 10 , 1 , 5
0.000190019607544 , 20 , 1 , 5
0.000200986862183 , 9 , 1 , 5
0.000192165374756 , 11 , 1 , 5
0.000187873840332 , 29 , 1 , 5
0.000185012817383 , 20 , 1 , 5
0.000187158584595 , 13 , 1 , 5
0.000189065933228 , 26 , 1 , 5
0.000192165374756 , 3 , 1 , 5
0.000186920166016 , 22 , 1 , 5
0.000191211700439 , 17 , 1 , 5
0.000187873840332 , 5 , 1 , 5
0.000186920166016 , 29 , 1 , 5
0.000190019607544 , 16 , 1 , 5
0.000186920166016 , 6 , 1 , 5
0.000200986862183 , 2 , 1 , 5
0.000188112258911 , 3 , 1 , 5
0.000188112258911 , 29 , 1 , 5
0.000191926956177 , 18 , 1 , 5
0.000189065933228 , 13 , 1 , 5
0.000189065933228 , 14 , 1 , 5
0.000187873840332 , 18 , 1 , 5
0.000202178955078 , 6 , 1 , 5
0.000190019607544 , 20 , 1 , 5
0.000190019607544 , 9 , 1 , 5
0.00019097328186 , 26 , 1 , 5
0.000190019607544 , 22 , 1 , 5
0.000190019607544 , 12 , 1 , 5
0.000189065933228 , 18 , 1 , 5
0.000190019607544 , 14 , 1 , 5
0.000188112258911 , 10 , 1 , 5
0.000188827514648 , 10 , 1 , 5
0.000197887420654 , 17 , 1 , 5
0.00019097328186 , 8 , 1 , 5
0.000188827514648 , 17 , 1 , 5
0.000188112258911 , 19 , 1 , 5
0.000190019607544 , 28 , 1 , 5
0.000190019607544 , 23 , 1 , 5
0.000189065933228 , 15 , 1 , 5
0.000190019607544 , 7 , 1 , 5
0.000191926956177 , 28 , 1 , 5
0.000185966491699 , 13 , 1 , 5
0.00019907951355 , 5 , 1 , 5
0.000190019607544 , 14 , 1 , 5
0.000190019607544 , 18 , 1 , 5
0.000186920166016 , 25 , 1 , 5
0.000190019607544 , 19 , 1 , 5
0.000188112258911 , 17 , 1 , 5
0.000190019607544 , 8 , 1 , 5
0.00019907951355 , 6 , 1 , 5
0.000187158584595 , 29 , 1 , 5
0.000190019607544 , 14 , 1 , 5
0.00020694732666 , 9 , 1 , 5
0.000185966491699 , 24 , 1 , 5
0.000201940536499 , 2 , 1 , 5
0.000185966491699 , 10 , 1 , 5
0.000189065933228 , 27 , 1 , 5
0.000187158584595 , 29 , 1 , 5
0.000189065933228 , 12 , 1 , 5
0.000192880630493 , 21 , 1 , 5
0.000190019607544 , 20 , 1 , 5
0.000188112258911 , 24 , 1 , 5
0.000326871871948 , 1 , 1 , 5
0.000189065933228 , 15 , 1 , 5
0.000205039978027 , 2 , 1 , 5
0.000193119049072 , 24 , 1 , 5
0.000190019607544 , 26 , 1 , 5
0.000188827514648 , 28 , 1 , 5
0.00019097328186 , 8 , 1 , 5
0.000187873840332 , 5 , 1 , 5
0.000189065933228 , 20 , 1 , 5
0.000187873840332 , 19 , 1 , 5
0.00019097328186 , 23 , 1 , 5
0.000190019607544 , 22 , 1 , 5
0.00019097328186 , 8 , 1 , 5
0.000185966491699 , 17 , 1 , 5
0.000185966491699 , 21 , 1 , 5
0.000188112258911 , 15 , 1 , 5
0.000189065933228 , 7 , 1 , 5
0.000191926956177 , 22 , 1 , 5
0.000191926956177 , 19 , 1 , 5
0.000197887420654 , 2 , 1 , 5
0.000204086303711 , 24 , 1 , 5
0.000190019607544 , 18 , 1 , 5
0.000186920166016 , 14 , 1 , 5
0.000190019607544 , 23 , 1 , 5
0.000185966491699 , 17 , 1 , 5
0.00019097328186 , 23 , 1 , 5
0.000189065933228 , 24 , 1 , 5
0.000187873840332 , 11 , 1 , 5
0.000190019607544 , 3 , 1 , 5
0.000188112258911 , 13 , 1 , 5
0.000194072723389 , 5 , 1 , 5
0.000189065933228 , 27 , 1 , 5
0.000190019607544 , 14 , 1 , 5
0.000186920166016 , 15 , 1 , 5
0.00019097328186 , 16 , 1 , 5
0.000185966491699 , 10 , 1 , 5
0.000191926956177 , 14 , 1 , 5
0.00019097328186 , 15 , 1 , 5
0.000188112258911 , 26 , 1 , 5
0.000187873840332 , 29 , 1 , 5
0.00019383430481 , 14 , 1 , 5
0.000191926956177 , 19 , 1 , 5
0.000186920166016 , 17 , 1 , 5
0.000189065933228 , 12 , 1 , 5
0.000186920166016 , 25 , 1 , 5
0.00019097328186 , 14 , 1 , 5
0.000188112258911 , 22 , 1 , 5
0.000191926956177 , 6 , 1 , 5
0.00019097328186 , 28 , 1 , 5
0.000187158584595 , 30 , 1 , 5
0.000200986862183 , 15 , 1 , 5
0.000186920166016 , 11 , 1 , 5
0.000185966491699 , 13 , 1 , 5
0.000185966491699 , 9 , 1 , 5
0.000186920166016 , 4 , 1 , 5
0.00019907951355 , 9 , 1 , 5
0.000188827514648 , 9 , 1 , 5
0.00019097328186 , 17 , 1 , 5
0.000191926956177 , 10 , 1 , 5
0.000202178955078 , 2 , 1 , 5
0.000189065933228 , 11 , 1 , 5
0.000190019607544 , 24 , 1 , 5
0.000190019607544 , 29 , 1 , 5
0.000192880630493 , 24 , 1 , 5
0.000188112258911 , 23 , 1 , 5
0.000196933746338 , 6 , 1 , 5
0.000192165374756 , 27 , 1 , 5
0.000189065933228 , 28 , 1 , 5
0.000187873840332 , 28 , 1 , 5
0.000190019607544 , 15 , 1 , 5
0.000194072723389 , 27 , 1 , 5
0.000185966491699 , 11 , 1 , 5
0.000188112258911 , 18 , 1 , 5
0.000189781188965 , 10 , 1 , 5
0.000188827514648 , 22 , 1 , 5
0.000192165374756 , 22 , 1 , 5
0.000189065933228 , 8 , 1 , 5
0.000192880630493 , 14 , 1 , 5
0.000189065933228 , 7 , 1 , 5
0.000190019607544 , 3 , 1 , 5
0.000187873840332 , 18 , 1 , 5
0.000192165374756 , 28 , 1 , 5
0.000189065933228 , 18 , 1 , 5
0.000185966491699 , 18 , 1 , 5
0.000186920166016 , 27 , 1 , 5
